"","StartDate","EndDate","IPAddress","Duration","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","ProlificID","Gender","Education","Salary","AIKnowledge","UsedAI","TimeEnergy","SimilarTasks","EnhanceHurt","Attention","Comments","Submission.id","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Employment.sector","Age","Sex","Ethnicity","Country.of.birth","Country.of.residence","Language","Student.status","Employment.status"
"905","04/17/2023 15:30","04/17/2023 15:34","96.227.48.232",278,"04/17/2023 15:34","R_31MbnrwSJeakL7f",39.9664,-75.1685,"605bc8caf9e0b0f799baf6da","Male","Bachelor’s Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643dba62aa9a81e7152965fa","2023-04-17T21:30:12.525000Z","2023-04-17T21:34:54.288000Z","2023-04-17T21:34:54.786000","2023-04-17T21:34:54.712920Z",282,"CE3DWF28",4335,"Retail","36","Male","White","United States","United States","English","No","Full-Time"
"906","04/17/2023 15:33","04/17/2023 15:35","98.215.93.19",105,"04/17/2023 15:35","R_2vYpKbqt4x4bGvo",40.4693,-88.9424,"63f3a6b6d4c4d564638f38ca","Male","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","enhance","Compose an email","I have no comments.","643dbb14cd964385078634bf","2023-04-17T21:33:12.212000Z","2023-04-17T21:35:03.648000Z","2023-04-17T21:35:04.365000","2023-04-17T21:35:04.284970Z",112,"CE3DWF28",244,"Retail","34","Male","White","United States","United States","English","No","Full-Time"
"907","04/17/2023 15:33","04/17/2023 15:35","184.56.162.235",110,"04/17/2023 15:35","R_1Dp4Mfveq8gk4fF",37.6451,-84.7703,"5589a860fdf99b11b2d0404d","Male","Bachelor’s Degree","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","neutral","Can perform only a few tasks","detract","Compose an email","","643dbb36196b7705503a68f3","2023-04-17T21:33:46.005000Z","2023-04-17T21:35:42.683000Z","2023-04-17T21:35:43.142000","2023-04-17T21:35:43.058015Z",117,"CE3DWF28",2539,"Retail","40","Male","White","United States","United States","English","No","Full-Time"
"908","04/17/2023 15:31","04/17/2023 15:36","66.189.246.154",262,"04/17/2023 15:36","R_27TNcpnVRoGgliQ",33.384,-84.798,"5d57f9cdedef630016280505","Male","Some College","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform all tasks","enhance","Compose an email","I think that people are looking at AI all wrong. Instead of fearing it, we should embrace it more. While it might take away jobs that we are used to, it will create many many more jobs. Instead of banning programs like chatgpt, our school systems should be encouraging students to use it to develop more creativity. I think this will be one of the things we look back on and go whoa we really got that one wrong.","643dbabd4010fef88325ee07","2023-04-17T21:31:46.119000Z","2023-04-17T21:36:24.670000Z","2023-04-17T21:36:25.948000","2023-04-17T21:36:25.850548Z",279,"CE3DWF28",1972,"Retail","48","Male","White","United States","United States","English","No","Full-Time"
"909","04/17/2023 15:34","04/17/2023 15:36","24.46.46.39",110,"04/17/2023 15:36","R_21oYH1HOSc8wkJu",40.598,-73.9467,"5e4d2e7f6603cd16888864e7","Female","Some College","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","I Don't Know","no time","Cannot perform any tasks","neither","Compose an email","","643dba71d8e54312af25ee54","2023-04-17T21:34:27.751000Z","2023-04-17T21:36:23.450000Z","2023-04-17T21:36:23.906000","2023-04-17T21:36:23.844191Z",116,"CE3DWF28",4514,"Retail","25","Female","White","United States","United States","English","Yes","Part-Time"
"910","04/17/2023 15:34","04/17/2023 15:36","174.171.95.86",99,"04/17/2023 15:36","R_3JEJnwsyRJDuCE9",30.0009,-95.264,"5c2c6e432c45d400014a35e3","Male","Bachelor’s Degree","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","neutral","Can perform only a few tasks","neither","Compose an email","","643dbb7098ef92292f17b89c","2023-04-17T21:34:40.075000Z","2023-04-17T21:36:23.208000Z","2023-04-17T21:36:23.634000","2023-04-17T21:36:23.566636Z",104,"CE3DWF28",4759,"Retail","40","Male","White","United States","United States","English","Yes","Full-Time"
"911","04/17/2023 15:35","04/17/2023 15:36","70.235.159.112",71,"04/17/2023 15:36","R_3gRh9oT1p34Pq29",32.7246,-117.2258,"5febd16bbaa7c4d3e31147a0","Female","Some College","$0 - $25,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643dbb7f29d75efcc70fa5ab","2023-04-17T21:35:13.851000Z","2023-04-17T21:36:36.481000Z","2023-04-17T21:36:36.998000","2023-04-17T21:36:36.916117Z",83,"CE3DWF28",1887,"Retail","33","Female","White","United States","United States","English","No","Full-Time"
"912","04/17/2023 15:35","04/17/2023 15:36","71.71.232.108",70,"04/17/2023 15:36","R_5cCtc87nJ8d2ak1",36.3402,-79.6622,"5c4af67cdccaa800016b3192","Male","Graduate Degree","$50,001 - $75,000","Somewhat familiar (heard of AI but have no knowledge of it)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643dbba02ca13bf09f2a77e2","2023-04-17T21:35:32.332000Z","2023-04-17T21:36:47.638000Z","2023-04-17T21:36:49.090000","2023-04-17T21:36:49.018234Z",76,"CE3DWF28",5970,"Retail","41","Male","White","United States","United States","English","Yes","Full-Time"
"913","04/17/2023 15:34","04/17/2023 15:38","73.218.130.86",211,"04/17/2023 15:38","R_1oHzQU0pg74Roe1",42.6481,-71.3343,"629e3b29a4c6a6994feefef8","Male","Some College","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643dbb69324a00db3929662e","2023-04-17T21:34:43.777000Z","2023-04-17T21:38:21.753000Z","2023-04-17T21:38:22.319000","2023-04-17T21:38:22.214513Z",218,"CE3DWF28",1670,"Retail","33","Male","White","United States","United States","English","Yes","Full-Time"
"914","04/17/2023 15:38","04/17/2023 15:38","45.46.214.78",48,"04/17/2023 15:38","R_vq3r5G7sPKfCgTL",43.0908,-77.4348,"5f22bdb732432502a2615f3f","Female","Graduate Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643dbc2e085257f05e2a77d2","2023-04-17T21:37:55.144000Z","2023-04-17T21:38:51.710000Z","2023-04-17T21:38:52.161000","2023-04-17T21:38:52.086775Z",57,"CE3DWF28",3089,"Retail","31","Female","White","United States","United States","English","No","Part-Time"
"915","04/17/2023 15:24","04/17/2023 15:25","76.222.74.23",42,"04/17/2023 15:40","R_1dgfkRxscuEEB9m",36.0767,-79.7946,"63312d50b69dc2a2122ed1c2","Female","Some College","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform many tasks","enhance","Operate a self-driving car","","643db90c07a30d0d214956f7","2023-04-17T21:24:33.404000Z","2023-04-17T21:25:20.656000Z","2023-04-17T21:25:21.135000","2023-04-17T21:25:21.059064Z",48,"CE3DWF28",106,"Retail","21","Male","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"916","04/17/2023 15:39","04/17/2023 15:40","129.101.71.43",66,"04/17/2023 15:40","R_3exgsfHJfdZMXex",46.7331,-116.9899,"62885c14d00376d11632a442","Male","Some College","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform many tasks","detract","Compose an email","","643dbc88db117226f55443fd","2023-04-17T21:39:27.381000Z","2023-04-17T21:40:38.446000Z","2023-04-17T21:40:38.940000","2023-04-17T21:40:38.850180Z",72,"CE3DWF28",1654,"Retail","19","Male","White","United States","United States","English","Yes","Unemployed (and job seeking)"
"917","04/17/2023 15:41","04/17/2023 15:42","69.133.21.32",56,"04/17/2023 15:42","R_3kb4mF4aaFVTspC",37.737,-85.2108,"63bf40687b33e43442effb9b","Male","High School","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform many tasks","neither","Compose an email","","643dbcf1c143cd778464317c","2023-04-17T21:41:07.753000Z","2023-04-17T21:42:08.221000Z","2023-04-17T21:42:09.120000","2023-04-17T21:42:09.037049Z",61,"CE3DWF28",822,"Retail","41","Male","White","United States","United States","English","No","Full-Time"
"918","04/17/2023 15:40","04/17/2023 15:42","66.215.49.119",102,"04/17/2023 15:42","R_O3wYTfrPeWuoU7f",35.2612,-120.655,"60ebd10c620f3e024c3a39a5","Male","Some College","$0 - $25,000","Somewhat familiar (heard of AI but have no knowledge of it)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643dbcdb682133a777592af7","2023-04-17T21:40:51.396000Z","2023-04-17T21:42:39.041000Z","2023-04-17T21:42:42.533000","2023-04-17T21:42:39.546331Z",108,"CE3DWF28",1050,"Retail","24","Male","White","United States","United States","English","Yes","Part-Time"
"919","04/17/2023 15:37","04/17/2023 15:43","108.70.137.133",342,"04/17/2023 15:43","R_7UwnLSTzxG6tNAd",41.5798,-83.666,"56fc8248b5648e000fac9980","Male","Some College","$75,001 - $100,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643dbc1868d95393e3120602","2023-04-17T21:37:31.226000Z","2023-04-17T21:43:38.942000Z","2023-04-17T21:43:39.419000","2023-04-17T21:43:39.335063Z",368,"CE3DWF28",1267,"Retail","36","Male","White","United States","United States","English","No","DATA_EXPIRED"
"920","04/17/2023 15:42","04/17/2023 15:43","98.153.194.163",56,"04/17/2023 15:43","R_3hFLuxiSOQnxtio",33.8951,-118.291,"63162bda14b96736b08a554d","Female","Some College","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643dbd5e4cb400417f7f9b77","2023-04-17T21:42:57.611000Z","2023-04-17T21:43:59.497000Z","2023-04-17T21:44:00.030000Z","2023-04-17T21:44:02.861928Z",62,"CE3DWF28",676,"Retail","20","Female","White","United States","United States","English","Yes","Part-Time"
"921","04/17/2023 15:41","04/17/2023 15:44","174.193.196.121",181,"04/17/2023 15:44","R_31KHPSkYUNlRh0g",34.0447,-118.2946,"6272919c35ab7659d0754c07","Male","Bachelor’s Degree","$100,000+","Extremely knowledgeable (have an in-depth understanding of AI and its technical workings)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643dbce18c3772255f577222","2023-04-17T21:40:55.612000Z","2023-04-17T21:44:12.675000Z","2023-04-17T21:44:18.201000","2023-04-17T21:44:13.106084Z",198,"CE3DWF28",2399,"Retail","47","Male","Black","United States","United States","English","Yes","Full-Time"
"922","04/17/2023 15:42","04/17/2023 15:44","68.39.238.227",70,"04/17/2023 15:44","R_2Xbsfbdfvp23aLy",41.151,-85.125,"63225b65b2d6e889f7289909","Male","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","neutral","Can perform only a few tasks","neither","Compose an email","Thank you.","643dbd5cd3e9110c8c5fcc6d","2023-04-17T21:42:54.345000Z","2023-04-17T21:44:12.111000Z","2023-04-17T21:44:15.049000","2023-04-17T21:44:12.566720Z",78,"CE3DWF28",1745,"Retail","48","Male","White","United States","United States","English","No","Full-Time"
"923","04/17/2023 15:43","04/17/2023 15:44","72.82.29.101",55,"04/17/2023 15:44","R_3kG4BPypzntU6e9",41.6925,-71.5705,"6045267ffa48c161ab686843","Male","Bachelor’s Degree","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643dbd7efa2f9ce6bec4817e","2023-04-17T21:43:29.393000Z","2023-04-17T21:44:28.207000Z","2023-04-17T21:44:28.683000","2023-04-17T21:44:28.606492Z",59,"CE3DWF28",1393,"Retail","20","Male","White","United States","United States","English","DATA_EXPIRED","Full-Time"
"924","04/17/2023 15:44","04/17/2023 15:45","98.4.113.230",108,"04/17/2023 15:45","R_3im7T9Uv7hPX8Bt",43.0976,-79.0461,"628e1bdc4d5e1b1bdefb8f50","Male","Some College","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","no time","Cannot perform any tasks","neither","Compose an email","","643dbd9fab56a9624cb04af4","2023-04-17T21:44:02.703000Z","2023-04-17T21:45:56.246000Z","2023-04-17T21:45:57.105000","2023-04-17T21:45:57.035092Z",114,"CE3DWF28",1513,"Retail","38","Male","White","United States","United States","English","No","Full-Time"
"925","04/17/2023 15:42","04/17/2023 15:45","70.190.116.250",188,"04/17/2023 15:45","R_e9RPOZbxN6mhi5H",33.6194,-111.9556,"60d4ecd22def4bbd52671db2","Female","Bachelor’s Degree","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643dbd439eda45b2491a7919","2023-04-17T21:42:37.335000Z","2023-04-17T21:46:00.603000Z","2023-04-17T21:46:01.146000","2023-04-17T21:46:01.047075Z",204,"CE3DWF28",1781,"Retail","52","Female","Asian","United States","United States","English","DATA_EXPIRED","Part-Time"
"926","04/17/2023 15:45","04/17/2023 15:47","174.213.245.115",69,"04/17/2023 15:47","R_2Xj0qhyZEdeNu2b",44.9618,-93.2638,"5d1686aadb7eb70001f1a65a","Male","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643dbe10c095d5e1cdf2e578","2023-04-17T21:45:54.836000Z","2023-04-17T21:47:09.419000Z","2023-04-17T21:47:11.803000","2023-04-17T21:47:11.732837Z",75,"CE3DWF28",2288,"Retail","37","Male","White","United States","United States","English","Yes","Full-Time"
"927","04/17/2023 15:46","04/17/2023 15:48","184.170.174.17",116,"04/17/2023 15:48","R_3MEhk6FcNFw5hTc",39.5992,-86.13,"5cb4c1001284e3001504f24d","Female","Some College","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643dbe3d8f735a932b1a794b","2023-04-17T21:46:40.518000Z","2023-04-17T21:48:39.424000Z","2023-04-17T21:48:39.928000","2023-04-17T21:48:39.863073Z",119,"CE3DWF28",988,"Retail","31","Female","White","United States","United States","English","No","Unemployed (and job seeking)"
"928","04/17/2023 15:45","04/17/2023 15:49","70.15.80.18",212,"04/17/2023 15:49","R_2f7K1fobcboltWy",41.1404,-75.9364,"612962f44f151ddfd0298c52","Male","Some College","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643dbdfd840e0f8445c17a6d","2023-04-17T21:45:36.777000Z","2023-04-17T21:49:13.402000Z","2023-04-17T21:49:13.861000","2023-04-17T21:49:13.775810Z",217,"CE3DWF28",2165,"Retail","62","Male","White","United States","United States","English","DATA_EXPIRED","Full-Time"
"929","04/17/2023 15:50","04/17/2023 15:50","67.10.81.157",28,"04/17/2023 15:50","R_ZEK1uNhuGrvKOcN",25.9244,-97.4626,"5b6bc3927f92050001a51696","Female","Some College","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","no time","Cannot perform any tasks","neither","Compose an email","","643dbf1e090009a6934956c9","2023-04-17T21:50:25.402000Z","2023-04-17T21:50:58.570000Z","2023-04-17T21:51:01.506000","2023-04-17T21:51:01.410575Z",34,"CE3DWF28",3577,"Retail","30","Female","White","United States","United States","English","No","Full-Time"
"930","04/17/2023 15:50","04/17/2023 15:51","73.169.111.90",76,"04/17/2023 15:51","R_5dmK1miwPU0Ys4V",39.9038,-104.9419,"586935b7e16d530001b34787","Male","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643dbf225450f3d5da500e86","2023-04-17T21:50:30.051000Z","2023-04-17T21:51:59.294000Z","2023-04-17T21:52:00.062000","2023-04-17T21:51:59.987593Z",90,"CE3DWF28",1770,"Retail","35","Female","White","United States","United States","English","No","Full-Time"
"931","04/17/2023 15:47","04/17/2023 15:51","173.91.170.26",248,"04/17/2023 15:52","R_CfX0g3DSqhUJTpv",41.4105,-82.359,"60b8d294c3007957fb5b9965","Female","High School","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","I Don't Know","neutral","Can perform only a few tasks","neither","Operate a self-driving car","","643dbe8003bba154bd590a76","2023-04-17T21:47:49.555000Z","2023-04-17T21:52:02.005000Z","2023-04-17T21:52:02.655000","2023-04-17T21:52:02.574274Z",253,"CE3DWF28",439,"Retail","26","Female","White","United States","United States","English","No","Part-Time"
"932","04/17/2023 15:50","04/17/2023 15:52","128.239.200.120",116,"04/17/2023 15:52","R_20Nj2h4I0PoN6yG",37.3079,-76.7442,"5e5b1f34634c7231001c549f","Male","Some College","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","neutral","Can perform many tasks","detract","Compose an email","I feel like AI has the potential to take my job.","643dbf1d63523ba0929283de","2023-04-17T21:50:21.547000Z","2023-04-17T21:52:22.436000Z","2023-04-17T21:52:22.882000","2023-04-17T21:52:22.801168Z",121,"CE3DWF28",726,"Retail","19","Male","White","United States","United States","English","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)"
"933","04/17/2023 15:51","04/17/2023 15:52","172.58.206.136",64,"04/17/2023 15:52","R_1LMDrAs4XM8xjoK",39.9668,-75.1512,"5fea9f4983f6afa8281acf14","Male","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","neutral","Can perform only a few tasks","neither","Compose an email","","643dbf6fef63652608025314","2023-04-17T21:51:49.251000Z","2023-04-17T21:53:02.930000Z","2023-04-17T21:53:03.521000","2023-04-17T21:53:03.442611Z",74,"CE3DWF28",976,"Retail","28","Male","White","United States","United States","English","No","Full-Time"
"934","04/17/2023 15:53","04/17/2023 15:55","166.196.75.127",89,"04/17/2023 15:55","R_R4XpVQ6Ab5SNfdD",34.0485,-118.2529,"63ecff07b619306f41db42fa","Male","High School","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643dbfea6e7765ce14c17a9f","2023-04-17T21:53:51.158000Z","2023-04-17T21:55:25.680000Z","2023-04-17T21:55:26.302000","2023-04-17T21:55:26.228423Z",95,"CE3DWF28",520,"Retail","32","Male","White","United States","United States","English","No","Full-Time"
"935","04/17/2023 15:55","04/17/2023 15:56","174.192.131.137",64,"04/17/2023 15:56","R_1jvm0qqgb4UimC8",42.1495,-88.0221,"60fd0018df64560bf9402e2c","Female","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643dc041f1d4a17a7bb6a71d","2023-04-17T21:55:18.298000Z","2023-04-17T21:56:27.323000Z","2023-04-17T21:56:27.792000","2023-04-17T21:56:27.724096Z",70,"CE3DWF28",210,"Retail","23","Female","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"936","04/17/2023 15:55","04/17/2023 15:57","71.9.201.91",154,"04/17/2023 15:58","R_b2PX0qqlFfxnYOZ",34.7828,-84.9332,"579181fa913c71000197531b","Female","High School","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","I Don't Know","some time","Can perform only a few tasks","neither","Compose an email","I worry AI is going to take jobs from people. ","643dc04847ca246920b6a70b","2023-04-17T21:55:23.768000Z","2023-04-17T21:58:05.129000Z","2023-04-17T21:58:05.615000","2023-04-17T21:58:05.538832Z",162,"CE3DWF28",2009,"Retail","DATA_EXPIRED","Female","White","United States","United States","English","No","Full-Time"
"937","04/17/2023 15:57","04/17/2023 15:59","24.116.187.206",108,"04/17/2023 15:59","R_6PhoEF5WWVAQclX",30.3817,-89.0978,"62cc4627b5f80e3f1419b735","Prefer to self-describe:","High School","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","neutral","Can perform only a few tasks","neither","Predict a future weather event","","643dc0c2090009a693495705","2023-04-17T21:57:26.380000Z","2023-04-17T21:59:21.729000Z","2023-04-17T21:59:27.179000","2023-04-17T21:59:22.081080Z",116,"CE3DWF28",1360,"Retail","27","Male","Black","United States","United States","English","No","Full-Time"
"938","04/17/2023 15:57","04/17/2023 15:59","24.18.146.39",85,"04/17/2023 15:59","R_2UWXrXzqpKxeWAs",47.6131,-122.2053,"614f89a9441723072040d4de","Male","Graduate Degree","$100,000+","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643dc0dd70bdd52d78ab2033","2023-04-17T21:57:52.654000Z","2023-04-17T21:59:21.607000Z","2023-04-17T21:59:22.135000","2023-04-17T21:59:22.025263Z",89,"CE3DWF28",2536,"Retail","59","Male","White","United States","United States","English","No","Full-Time"
"939","04/17/2023 15:56","04/17/2023 15:59","74.65.228.162",205,"04/17/2023 15:59","R_3Dcj6LhXRyNrTYj",40.7033,-73.8038,"6018a5c0e1600b187ccb8693","Male","High School","$50,001 - $75,000","Extremely knowledgeable (have an in-depth understanding of AI and its technical workings)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643dc08a233d5cb09a724726","2023-04-17T21:56:26.430000Z","2023-04-17T21:59:56.518000Z","2023-04-17T21:59:57.091000","2023-04-17T21:59:56.997981Z",211,"CE3DWF28",2505,"Retail","25","Male","Asian","United States","United States","English","Yes","Full-Time"
"940","04/17/2023 15:58","04/17/2023 16:00","174.104.40.18",137,"04/17/2023 16:00","R_3pbWGjU4JYl3ZtR",42.0753,-80.0671,"63daf5a89c63648ec34664fb","Female","Some College","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","detract","Compose an email","I'm just scared that AI will take human jobs away.","643dc0e28dc7e76806f2e56f","2023-04-17T21:57:58.989000Z","2023-04-17T22:00:22.403000Z","2023-04-17T22:00:27.891000","2023-04-17T22:00:22.795486Z",144,"CE3DWF28",449,"Retail","35","Female","White","United States","United States","English","No","Full-Time"
"941","04/17/2023 15:58","04/17/2023 16:00","47.212.127.247",83,"04/17/2023 16:00","R_3ez9vObmfaHLU2r",35.6206,-77.3944,"63ead665638c8546d8c3a962","Female","Some College","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","neutral","Can perform only a few tasks","neither","Compose an email","","643dc117a17acff578707ba5","2023-04-17T21:58:51.699000Z","2023-04-17T22:00:22.230000Z","2023-04-17T22:00:22.761000","2023-04-17T22:00:22.655790Z",91,"CE3DWF28",260,"Retail","21","Female","White","United States","United States","English","No","Full-Time"
"942","04/17/2023 15:59","04/17/2023 16:00","24.113.108.177",69,"04/17/2023 16:00","R_1N9ObaDA0DWxMBb",47.5329,-122.5801,"57e37f40bcd7150001df6be9","Female","High School","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643dc134eac90e0a03c48134","2023-04-17T21:59:18.278000Z","2023-04-17T22:00:30.942000Z","2023-04-17T22:00:31.444000","2023-04-17T22:00:31.376169Z",73,"CE3DWF28",218,"Retail","38","Female","White","United States","United States","English","No","Full-Time"
"943","04/17/2023 16:00","04/17/2023 16:01","24.249.165.174",107,"04/17/2023 16:01","R_1CjuTGfPubVYR03",33.4475,-112.0866,"59ffb939517dfb00013dadda","Male","Graduate Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643dc15ef621d3d90717b8b8","2023-04-17T22:00:03.263000Z","2023-04-17T22:01:54.108000Z","2023-04-17T22:01:55.854000","2023-04-17T22:01:55.765603Z",111,"CE3DWF28",3314,"Retail","35","Male","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"944","04/17/2023 16:00","04/17/2023 16:02","166.199.168.59",124,"04/17/2023 16:02","R_1FxKOF1KGaRQZe8",34.074,-118.2611,"5bca8e280f10750001d76774","Female","High School","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643dc16cde36e9a62e707c1b","2023-04-17T22:00:17.094000Z","2023-04-17T22:02:28.267000Z","2023-04-17T22:02:28.749000","2023-04-17T22:02:28.668561Z",132,"CE3DWF28",1344,"Retail","52","Female","White","United States","United States","English","No","Part-Time"
"945","04/17/2023 16:01","04/17/2023 16:04","71.28.173.135",199,"04/17/2023 16:04","R_1eP491F75yuGRWm",38.4303,-83.7056,"5bbf523d83f9790001ce549a","Female","Some College","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform only a few tasks","neither","Compose an email","I think the future of the AI will be help out in so many ways","643dc199b3bec9ae79d8a81d","2023-04-17T22:01:00.760000Z","2023-04-17T22:04:26.102000Z","2023-04-17T22:04:27.391000","2023-04-17T22:04:27.247530Z",206,"CE3DWF28",4002,"Retail","60","Female","White","United States","United States","English","No","Full-Time"
"946","04/17/2023 16:02","04/17/2023 16:05","172.223.5.234",138,"04/17/2023 16:05","R_3NLlPmhA4TQeeVV",32.9144,-85.941,"5ce1f31a27efac0018821eed","Male","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","detract","Compose an email","","643dc206ca62968a633a6924","2023-04-17T22:02:49.900000Z","2023-04-17T22:05:17.108000Z","2023-04-17T22:05:18.014000Z","2023-04-17T22:05:18.674818Z",148,"CE3DWF28",4007,"Retail","48","Male","White","United States","United States","English","No","Full-Time"
"947","04/17/2023 16:04","04/17/2023 16:06","73.244.19.234",111,"04/17/2023 16:06","R_AnUJ8Uhg7lPSPFD",25.9972,-80.3259,"6278109181f51e9924d09793","Female","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643dc25dd2ccd3dceb1205ad","2023-04-17T22:04:16.905000Z","2023-04-17T22:06:11.629000Z","2023-04-17T22:06:12.087000","2023-04-17T22:06:12.006300Z",115,"CE3DWF28",740,"Retail","49","Female","White","United States","United States","English","No","Part-Time"
"948","04/17/2023 16:05","04/17/2023 16:07","174.245.86.41",116,"04/17/2023 16:07","R_3oBKvLf2rqwlZVh",35.2316,-80.8428,"60fde7eb8e3e931f2e24dbe0","Female","High School","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643dc26953158cf815f2e567","2023-04-17T22:05:06.752000Z","2023-04-17T22:07:10.134000Z","2023-04-17T22:07:10.637000","2023-04-17T22:07:10.546264Z",124,"CE3DWF28",617,"Retail","21","Female","White","United States","United States","English","Yes","Other"
"949","04/17/2023 16:03","04/17/2023 16:07","100.14.198.21",232,"04/17/2023 16:07","R_2qpHexKMHu6JZa0",39.9486,-75.2339,"5c3282eb47817b0001581512","Male","High School","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","detract","Compose an email","","643dc2304cc81e30769614db","2023-04-17T22:03:35.293000Z","2023-04-17T22:07:36.223000Z","2023-04-17T22:07:36.751000","2023-04-17T22:07:36.668058Z",241,"CE3DWF28",672,"Retail","35","Male","Black","United States","United States","English","No","Other"
"950","04/17/2023 16:06","04/17/2023 16:07","174.130.207.238",76,"04/17/2023 16:07","R_331OVp8aeuP8BgQ",40.973,-76.9117,"6431c58ce5be91cd5c2c5d8f","Male","High School","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643dc2e357160d2cff2a77ab","2023-04-17T22:06:29.997000Z","2023-04-17T22:07:52.475000Z","2023-04-17T22:07:56.992000","2023-04-17T22:07:56.923253Z",83,"CE3DWF28",95,"Retail","53","Male","White","United States","United States","English","No","Full-Time"
